2025-12-07 13:15:42 | INFO | config:create_directories:112 | 目录结构初始化完成
2025-12-07 14:22:16 | INFO | html2jpg:html_to_long_image:57 | 加载HTML文件: file://D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\html\医学人工智能实验室6篇论文被NeurIPS 2025录用.html
2025-12-07 14:22:19 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=7540.046875
2025-12-07 14:22:19 | INFO | html2jpg:html_to_long_image:72 | 计算后页面尺寸: 1169 x 7540.046875
2025-12-07 14:22:21 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=7155
2025-12-07 14:22:24 | INFO | html2jpg:html_to_long_image:122 | 长图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\segmented\long_image.png, 尺寸: (1084, 7108)
2025-12-07 14:22:24 | INFO | html2jpg:process_html:473 | 水印图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\segmented\watermarked_image.png
2025-12-07 14:22:24 | INFO | html2jpg:split_image:425 | 图片切分完成: 6 个片段，保存至 D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\segmented\segments
2025-12-07 14:22:24 | SUCCESS | run:process_single_markdown_to_images:176 | 图片生成完成: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\markdown\医学人工智能实验室6篇论文被NeurIPS 2025录用.md
2025-12-07 14:22:24 | INFO | run:process_single_markdown_to_images:177 | 输出目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632
2025-12-07 14:22:27 | INFO | html2jpg:close:498 | ChromeDriver已关闭
2025-12-07 14:22:27 | INFO | run:process_single_markdown_to_images:137 | 从文件路径推断任务目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637
2025-12-07 14:22:27 | INFO | run:process_single_markdown_to_images:153 | 处理Markdown文件到图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.md
2025-12-07 14:22:27 | SUCCESS | md2html:convert_md_to_html:378 | Markdown转HTML成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.md -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.html
2025-12-07 14:22:31 | INFO | html2jpg:_init_driver:37 | ChromeDriver初始化成功
2025-12-07 14:22:31 | INFO | html2jpg:html_to_long_image:57 | 加载HTML文件: file://D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.html
2025-12-07 14:22:34 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=1409
2025-12-07 14:22:34 | INFO | html2jpg:html_to_long_image:72 | 计算后页面尺寸: 1169 x 1409
2025-12-07 14:22:36 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=1139
2025-12-07 14:22:38 | INFO | html2jpg:html_to_long_image:122 | 长图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\segmented\long_image.png, 尺寸: (1084, 1092)
2025-12-07 14:22:38 | INFO | html2jpg:process_html:473 | 水印图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\segmented\watermarked_image.png
2025-12-07 14:22:38 | INFO | html2jpg:split_image:425 | 图片切分完成: 1 个片段，保存至 D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\segmented\segments
2025-12-07 14:22:38 | SUCCESS | run:process_single_markdown_to_images:176 | 图片生成完成: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.md
2025-12-07 14:22:38 | INFO | run:process_single_markdown_to_images:177 | 输出目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637
2025-12-07 14:22:40 | INFO | html2jpg:close:498 | ChromeDriver已关闭
2025-12-07 14:25:19 | INFO | config:create_directories:112 | 目录结构初始化完成
2025-12-07 14:25:20 | INFO | run:process_folder_to_images:261 | 在文件夹中找到 3 个Markdown文件: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output
2025-12-07 14:25:20 | INFO | run:process_single_markdown_to_images:137 | 从文件路径推断任务目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630
2025-12-07 14:25:20 | INFO | run:process_single_markdown_to_images:153 | 处理Markdown文件到图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\embedding模型和reranker模型的损失函数有什么区别？.md
2025-12-07 14:25:20 | SUCCESS | md2html:convert_md_to_html:139 | Markdown转HTML成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\embedding模型和reranker模型的损失函数有什么区别？.md -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\html\embedding模型和reranker模型的损失函数有什么区别？.html
2025-12-07 14:25:24 | INFO | html2jpg:_init_driver:37 | ChromeDriver初始化成功
2025-12-07 14:25:24 | INFO | html2jpg:html_to_long_image:57 | 加载HTML文件: file://D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\html\embedding模型和reranker模型的损失函数有什么区别？.html
2025-12-07 14:25:27 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=1435
2025-12-07 14:25:27 | INFO | html2jpg:html_to_long_image:72 | 计算后页面尺寸: 1169 x 1435
2025-12-07 14:25:29 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=1225
2025-12-07 14:25:31 | INFO | html2jpg:html_to_long_image:122 | 长图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\segmented\long_image.png, 尺寸: (1084, 1178)
2025-12-07 14:25:32 | INFO | html2jpg:process_html:473 | 水印图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\segmented\watermarked_image.png
2025-12-07 14:25:32 | INFO | html2jpg:split_image:425 | 图片切分完成: 1 个片段，保存至 D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\segmented\segments
2025-12-07 14:25:32 | SUCCESS | run:process_single_markdown_to_images:176 | 图片生成完成: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\embedding模型和reranker模型的损失函数有什么区别？.md
2025-12-07 14:25:32 | INFO | run:process_single_markdown_to_images:177 | 输出目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630
2025-12-07 14:25:34 | INFO | html2jpg:close:498 | ChromeDriver已关闭
2025-12-07 14:25:34 | INFO | run:process_single_markdown_to_images:137 | 从文件路径推断任务目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632
2025-12-07 14:25:34 | INFO | run:process_single_markdown_to_images:153 | 处理Markdown文件到图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\markdown\医学人工智能实验室6篇论文被NeurIPS 2025录用.md
2025-12-07 14:25:34 | SUCCESS | md2html:convert_md_to_html:139 | Markdown转HTML成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\markdown\医学人工智能实验室6篇论文被NeurIPS 2025录用.md -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\html\医学人工智能实验室6篇论文被NeurIPS 2025录用.html
2025-12-07 14:25:38 | INFO | html2jpg:_init_driver:37 | ChromeDriver初始化成功
2025-12-07 14:25:38 | INFO | html2jpg:html_to_long_image:57 | 加载HTML文件: file://D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\html\医学人工智能实验室6篇论文被NeurIPS 2025录用.html
2025-12-07 14:25:41 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=4451
2025-12-07 14:25:41 | INFO | html2jpg:html_to_long_image:72 | 计算后页面尺寸: 1169 x 4451
2025-12-07 14:25:43 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=4361
2025-12-07 14:25:46 | INFO | html2jpg:html_to_long_image:122 | 长图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\segmented\long_image.png, 尺寸: (1084, 4314)
2025-12-07 14:25:46 | INFO | html2jpg:process_html:473 | 水印图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\segmented\watermarked_image.png
2025-12-07 14:25:46 | INFO | html2jpg:split_image:425 | 图片切分完成: 4 个片段，保存至 D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\segmented\segments
2025-12-07 14:25:46 | SUCCESS | run:process_single_markdown_to_images:176 | 图片生成完成: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\markdown\医学人工智能实验室6篇论文被NeurIPS 2025录用.md
2025-12-07 14:25:46 | INFO | run:process_single_markdown_to_images:177 | 输出目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632
2025-12-07 14:25:48 | INFO | html2jpg:close:498 | ChromeDriver已关闭
2025-12-07 14:25:48 | INFO | run:process_single_markdown_to_images:137 | 从文件路径推断任务目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637
2025-12-07 14:25:48 | INFO | run:process_single_markdown_to_images:153 | 处理Markdown文件到图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.md
2025-12-07 14:25:48 | SUCCESS | md2html:convert_md_to_html:139 | Markdown转HTML成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.md -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.html
2025-12-07 14:25:52 | INFO | html2jpg:_init_driver:37 | ChromeDriver初始化成功
2025-12-07 14:25:52 | INFO | html2jpg:html_to_long_image:57 | 加载HTML文件: file://D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.html
2025-12-07 14:25:55 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=851
2025-12-07 14:25:55 | INFO | html2jpg:html_to_long_image:72 | 计算后页面尺寸: 1169 x 851
2025-12-07 14:25:57 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=673
2025-12-07 14:25:59 | INFO | html2jpg:html_to_long_image:122 | 长图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\segmented\long_image.png, 尺寸: (1084, 626)
2025-12-07 14:25:59 | INFO | html2jpg:process_html:473 | 水印图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\segmented\watermarked_image.png
